trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.18, 'e': 0.6097905754324502}",30,12,-51.79434629042511,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
184,False,"{'a': 0.18, 'e': 0.6058201566434629}",20,0,-48.17759345665726,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
185,False,"{'a': 0.18, 'e': 0.6018345923821126}",30,0,-38.63341894395786,"{0: 25, 1: 0, 2: 3, 3: 2, 4: 0}",0
186,False,"{'a': 0.18, 'e': 0.5978339822872982}",30,0,-107.75405608976702,"{0: 17, 1: 3, 2: 8, 3: 2, 4: 0}",0
187,False,"{'a': 0.18, 'e': 0.5938184263740639}",20,0,-25.09132751569184,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
188,False,"{'a': 0.18, 'e': 0.5897880250310983}",30,2,-85.51324401461504,"{0: 23, 1: 1, 2: 1, 3: 1, 4: 2}",1
189,False,"{'a': 0.18, 'e': 0.5857428790182249}",30,19,-4.73800826032712,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.18, 'e': 0.5816830894638835}",20,9,-3.7374877873810686,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.18, 'e': 0.5776087578626015}",20,0,-38.719921227649095,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
192,False,"{'a': 0.18, 'e': 0.5735199860724567}",25,8,-16.894532498873797,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
193,False,"{'a': 0.18, 'e': 0.5694168763125309}",30,20,-49.61444840129503,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
194,False,"{'a': 0.18, 'e': 0.5652995311603544}",20,13,5.257806705815067,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.18, 'e': 0.5611680535493415}",25,0,-7.62976657344594,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
196,False,"{'a': 0.18, 'e': 0.5570225467662173}",25,17,8.591818789000666,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.18, 'e': 0.5528631144484356}",25,12,-33.64248405596212,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
198,False,"{'a': 0.18, 'e': 0.5486898605815876}",30,15,-1.2719785857916985,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.18, 'e': 0.5445028894968027}",25,0,-22.241448042548324,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
200,False,"{'a': 0.18, 'e': 0.5403023058681398}",20,0,-42.52509975746886,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
201,False,"{'a': 0.18, 'e': 0.5360882147099708}",25,9,-15.957335679533053,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
202,False,"{'a': 0.18, 'e': 0.5318607213743555}",20,0,-26.248135755531912,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
203,False,"{'a': 0.18, 'e': 0.5276199315484067}",20,0,-8.314076082383757,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
204,False,"{'a': 0.18, 'e': 0.5233659512516496}",25,11,-36.20877844290412,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
205,False,"{'a': 0.18, 'e': 0.5190988868333698}",25,9,16.22959275646631,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.18, 'e': 0.5148188449699553}",25,9,-24.523597989640486,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
207,False,"{'a': 0.18, 'e': 0.5105259326622303}",30,5,-72.99100394975896,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",1
208,False,"{'a': 0.18, 'e': 0.5062202572327784}",35,20,1.8473928723688948,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.18, 'e': 0.5019019263232615}",20,0,-74.37270433271607,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
210,False,"{'a': 0.18, 'e': 0.497571047891727}",20,4,-72.72293423352099,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 1}",1
211,False,"{'a': 0.18, 'e': 0.4932277302099105}",20,7,11.482169554801315,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.18, 'e': 0.48887208186052755}",25,14,16.287989546021095,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.18, 'e': 0.4845042117345603}",25,0,-95.4699488956902,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 3}",0
214,False,"{'a': 0.18, 'e': 0.48012422902853413}",25,0,-42.95164099053673,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
215,False,"{'a': 0.18, 'e': 0.4757322432417888}",30,7,4.538170296607096,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
216,False,"{'a': 0.18, 'e': 0.47132836417373997}",25,0,-80.93434164175677,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
217,False,"{'a': 0.18, 'e': 0.4669127019211353}",20,1,14.769522495054836,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.18, 'e': 0.4624853668753008}",30,5,5.286880901703087,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
219,False,"{'a': 0.18, 'e': 0.45804646971938234}",20,8,-2.3432166952681834,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
220,False,"{'a': 0.18, 'e': 0.4535961214255773}",20,6,-23.649748006074404,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
221,False,"{'a': 0.18, 'e': 0.4491344332523616}",20,0,4.9959571954525535,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
222,False,"{'a': 0.18, 'e': 0.44466151674170673}",30,11,-1.8406855596880005,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
223,False,"{'a': 0.18, 'e': 0.440177483716293}",35,3,-18.841197288213802,"{0: 25, 1: 3, 2: 4, 3: 0, 4: 0}",1
224,False,"{'a': 0.18, 'e': 0.43568244627671204}",30,12,-7.606446671971222,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
225,False,"{'a': 0.18, 'e': 0.4311765167986662}",25,14,14.605496140691697,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.18, 'e': 0.42665980793015723}",25,3,-3.6420720614680793,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
227,False,"{'a': 0.18, 'e': 0.422132432588672}",25,0,8.488265631110467,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
228,False,"{'a': 0.18, 'e': 0.41759450395835795}",25,8,-84.13132118955895,"{0: 12, 1: 0, 2: 1, 3: 3, 4: 1}",1
229,False,"{'a': 0.18, 'e': 0.4130461354871949}",25,14,8.351489142948067,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.18, 'e': 0.40848744088415717}",20,6,-14.940863756499926,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
231,False,"{'a': 0.18, 'e': 0.40391853411637296}",20,2,-9.802701266773886,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
232,False,"{'a': 0.18, 'e': 0.3993395294062732}",20,6,-131.52579973594223,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 3}",1
233,False,"{'a': 0.18, 'e': 0.39475054122873704}",20,2,-8.995341909943571,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
234,False,"{'a': 0.18, 'e': 0.3901516843082303}",20,14,12.135749418352454,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.18, 'e': 0.385543073615936}",20,0,-37.60122037529584,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
236,False,"{'a': 0.18, 'e': 0.3809248243668818}",20,0,-59.076810045736806,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
237,False,"{'a': 0.18, 'e': 0.3762970520170581}",25,15,18.1960562813613,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.18, 'e': 0.371659872260533}",20,0,-36.092556058546805,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
239,False,"{'a': 0.18, 'e': 0.3670134010265584}",20,15,2.268260644868735,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.18, 'e': 0.3623577544766736}",20,10,-1.2421935057542668,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.18, 'e': 0.3576930490017995}",20,0,-2.4982881322142707,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
242,False,"{'a': 0.18, 'e': 0.35301940121933034}",30,10,-33.69929546773729,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
243,False,"{'a': 0.18, 'e': 0.348336927970217}",25,17,-20.312703274710238,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
244,False,"{'a': 0.18, 'e': 0.34364574631604705}",25,11,-30.939620605001632,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
245,False,"{'a': 0.18, 'e': 0.3389459735361172}",25,18,-6.531383828687661,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.18, 'e': 0.3342377271245026}",20,9,18.259604353521112,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.18, 'e': 0.32952112478711787}",20,0,-15.723095229316323,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
248,False,"{'a': 0.18, 'e': 0.32479628443877623}",20,9,-1.8747113272541265,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
249,False,"{'a': 0.18, 'e': 0.32006332420023986}",20,5,1.8751272239714933,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.18, 'e': 0.3153223623952687}",25,16,-23.339637179177874,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
251,False,"{'a': 0.18, 'e': 0.3105735175476604}",25,1,-24.56398671028254,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
252,False,"{'a': 0.18, 'e': 0.3058169083782893}",25,10,28.922236580627636,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.18, 'e': 0.3010526538021365}",25,13,12.135418703507991,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.18, 'e': 0.2962808729253187}",30,3,-50.23093487104939,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 1}",1
255,False,"{'a': 0.18, 'e': 0.2915016850421088}",25,15,20.96884330466888,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.18, 'e': 0.28671520963195546}",25,9,25.629206380672358,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.18, 'e': 0.2819215663564944}",20,6,-3.189580412951838,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
258,False,"{'a': 0.18, 'e': 0.2771208750565576}",20,16,7.59332920119556,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.18, 'e': 0.272313255749178}",30,0,33.678342835409254,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.18, 'e': 0.26749882862458735}",20,13,15.119919873449827,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.18, 'e': 0.26267771404321355}",20,2,30.863589598609575,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.18, 'e': 0.2578500325326696}",25,0,-37.52497525575254,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
263,False,"{'a': 0.18, 'e': 0.25301590478474223}",25,6,4.4604157050417905,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.18, 'e': 0.2481754516523729}",25,16,11.429784488429977,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.18, 'e': 0.24332879414663827}",25,0,5.750605171341522,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
266,False,"{'a': 0.18, 'e': 0.23847605343372313}",25,16,15.51448345831906,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.18, 'e': 0.23361735083189297}",25,12,11.46231114737907,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.18, 'e': 0.22875280780845939}",20,0,-30.25949600109027,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
269,False,"{'a': 0.18, 'e': 0.22388254597674498}",20,4,-78.89220913728784,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
270,False,"{'a': 0.18, 'e': 0.2190066870930415}",30,10,24.353675067132176,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.18, 'e': 0.21412535305356747}",20,0,30.930142018709052,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.18, 'e': 0.20923866589141926}",25,13,22.282781972225962,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.18, 'e': 0.2043467477735218}",20,13,15.635585193611282,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.18, 'e': 0.19944972099757285}",20,6,18.77097026816914,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.18, 'e': 0.19454770798898718}",30,0,-53.40248088800401,"{0: 26, 1: 0, 2: 1, 3: 2, 4: 1}",0
276,False,"{'a': 0.18, 'e': 0.18964083129783424}",25,9,-37.15552621619782,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
277,False,"{'a': 0.18, 'e': 0.1847292135957762}",25,7,10.135300822118856,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
278,False,"{'a': 0.18, 'e': 0.17981297767299934}",20,6,12.31343208278279,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.18, 'e': 0.17489224643514614}",25,15,16.164853598166644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.18, 'e': 0.16996714290024081}",25,11,-0.44842014540894515,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.18, 'e': 0.16503779019561562}",20,1,30.170717494984554,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.18, 'e': 0.16010431155483126}",20,13,-28.308360973733052,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
283,False,"{'a': 0.18, 'e': 0.15516683031459658}",30,20,20.818727776382715,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.18, 'e': 0.15022546991168584}",20,5,11.044414741958498,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.18, 'e': 0.14528035387985133}",20,15,9.058967747969918,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.18, 'e': 0.1403316058467367}",25,13,2.331681598663973,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
287,False,"{'a': 0.18, 'e': 0.13537934953078465}",20,12,13.000803964069105,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.18, 'e': 0.13042370873814554}",20,6,26.113809618500053,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.18, 'e': 0.12546480735958065}",30,8,29.054388991532512,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.18, 'e': 0.1205027693673666}",25,20,6.756068298858289,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.18, 'e': 0.11553771881219435}",20,3,29.971260384901242,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.18, 'e': 0.11056977982006957}",25,3,21.61027190941991,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.18, 'e': 0.10559907658920793}",25,19,12.203953942131943,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.18, 'e': 0.10062573338693172}",30,19,20.448832205357416,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.18, 'e': 0.09564987454656154}",25,18,14.172688400581107,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.18, 'e': 0.09067162446430967}",20,12,17.249487317166867,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.18, 'e': 0.08569110759616845}",35,15,25.316492824892617,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.18, 'e': 0.08070844845480062}",30,21,18.28900465627934,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.18, 'e': 0.07572377160642475}",30,14,27.193352000369106,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.18, 'e': 0.0707372016677029}",20,0,28.959718803919262,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
301,False,"{'a': 0.18, 'e': 0.06574886330262336}",20,13,12.060823450928805,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.18, 'e': 0.0607588812193859}",20,2,-9.19545150030989,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
303,False,"{'a': 0.18, 'e': 0.05576738016728225}",20,2,30.30066522781998,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.18, 'e': 0.05077448493357918}",35,25,17.084322415321967,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.18, 'e': 0.04578032034039706}",25,10,28.505592669461183,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.18, 'e': 0.040785011241591035}",30,12,18.769963867458383,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.18, 'e': 0.03578868251962797}",20,3,29.871394362485447,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.18, 'e': 0.030791459082466124}",30,8,34.362625406972015,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.18, 'e': 0.02579346586043094}",30,18,24.291521665043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.18, 'e': 0.02079482780309243}",20,6,22.32837131263487,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.18, 'e': 0.01579566987614213}",25,6,32.64014414781289,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.18, 'e': 0.010796117058267392}",20,15,10.623124960229063,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.18, 'e': 0.00579629433802872}",25,14,21.247941916127814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.18, 'e': 0.0007963267107332633}",35,27,14.974557946561257,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,15,17.266522419942007,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,9,22.54068535054926,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,11,13.302922363673568,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,17,16.894894673459707,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,12,33.18135696346425,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,11,23.747183438074426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,20,19.777332123335988,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,6,32.72780643117613,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,15,17.93286901670619,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,12,34.49003407172991,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,13,23.91377699137292,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,3,37.137279052033286,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,8,21.101387801820767,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,9,15.98430481701587,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,12,23.065231484436,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,16,7.315861251223103,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,5,36.90848215874637,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,11,15.599479054018236,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",30,20,17.09907171337346,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,14,15.130218044522236,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
